Date,Vendor,Vendor Location,Spend Category,"""Spend Amount $""",Index,Spend Amount
8/15/2017 12:00:00 AM,Homebound,Texas,Salaries,Spend Amount $,89,121.432237518
8/15/2017 12:00:00 AM,Homebound,Texas,Wages,Spend Amount $,90,117.955257983
8/15/2017 12:00:00 AM,Icon,Texas,Gas,Spend Amount $,91,93.540711765
8/15/2017 12:00:00 AM,Icon,Texas,People Expenses,Spend Amount $,92,11.926495245
8/15/2017 12:00:00 AM,Kool-Seal,New York,Licenses,Spend Amount $,93,3952.098129226
8/15/2017 12:00:00 AM,Kool-Seal,New York,People Expenses,Spend Amount $,94,5697.466433849
8/15/2017 12:00:00 AM,Kool-Seal,New York,Raw Material,Spend Amount $,95,950.702298291
8/15/2017 12:00:00 AM,Pace,New York,Cars,Spend Amount $,96,191.383117965
8/15/2017 12:00:00 AM,Pace,New York,Consulting,Spend Amount $,97,145.646338780
8/15/2017 12:00:00 AM,Pace,New York,Electricity,Spend Amount $,98,24.517700893
8/15/2017 12:00:00 AM,Pace,New York,Infrastructure,Spend Amount $,99,139.641198503
8/15/2017 12:00:00 AM,Pace,New York,Licenses,Spend Amount $,100,238.934047619
8/15/2017 12:00:00 AM,Pace,New York,Marketing,Spend Amount $,101,668.764384946
8/15/2017 12:00:00 AM,Pace,New York,Outsourcing,Spend Amount $,102,179.437130689
8/15/2017 12:00:00 AM,Pace,New York,Raw Material,Spend Amount $,103,265.234301732
8/15/2017 12:00:00 AM,Pace,New York,Salaries,Spend Amount $,104,93.381748920
8/15/2017 12:00:00 AM,Pace,New York,Travel,Spend Amount $,105,42.216033612
8/15/2017 12:00:00 AM,Pace,New York,Wages,Spend Amount $,106,147.336773248
8/15/2017 12:00:00 AM,R.J. Matter & Associates,Nevada,Consulting,Spend Amount $,107,137.520583729
8/15/2017 12:00:00 AM,R.J. Matter & Associates,Nevada,Gas,Spend Amount $,108,641.608261657
8/15/2017 12:00:00 AM,R.J. Matter & Associates,Nevada,Licenses,Spend Amount $,109,1793.182123464
8/15/2017 12:00:00 AM,R.J. Matter & Associates,Nevada,Outsourcing,Spend Amount $,110,652.528735305
8/15/2017 12:00:00 AM,R.J. Matter & Associates,Nevada,People Expenses,Spend Amount $,111,52.866287714
8/15/2017 12:00:00 AM,R.J. Matter & Associates,Nevada,Raw Material,Spend Amount $,112,427.092909681
8/15/2017 12:00:00 AM,R.J. Matter & Associates,Nevada,Wages,Spend Amount $,113,365.794202018
8/15/2017 12:00:00 AM,Ra Co Amo,New York,Administration,Spend Amount $,114,13.525198785
8/15/2017 12:00:00 AM,Ra Co Amo,New York,Buy- Products,Spend Amount $,115,120.206091722
8/15/2017 12:00:00 AM,Ra Co Amo,New York,Cars,Spend Amount $,116,0.7125
8/15/2017 12:00:00 AM,Ra Co Amo,New York,Electricity,Spend Amount $,117,153.632536842
8/15/2017 12:00:00 AM,Ra Co Amo,New York,Gas,Spend Amount $,118,139.335616004
8/15/2017 12:00:00 AM,Ra Co Amo,New York,Licenses,Spend Amount $,119,54.411688396
8/15/2017 12:00:00 AM,Ra Co Amo,New York,Marketing,Spend Amount $,120,120.946094546
8/15/2017 12:00:00 AM,Ra Co Amo,New York,People Expenses,Spend Amount $,121,90.616414141
8/15/2017 12:00:00 AM,Ra Co Amo,New York,Wages,Spend Amount $,122,214.132626285
8/15/2017 12:00:00 AM,Road Warrior International,New York,Administration,Spend Amount $,123,78.268867925
8/15/2017 12:00:00 AM,Road Warrior International,New York,Marketing,Spend Amount $,124,222.328908740
8/15/2017 12:00:00 AM,Road Warrior International,New York,People Expenses,Spend Amount $,125,326.437237369
8/15/2017 12:00:00 AM,Xilinx,Texas,Buy- Products,Spend Amount $,126,639.009840954
8/15/2017 12:00:00 AM,Xilinx,Texas,Consulting,Spend Amount $,127,383.773195876
8/16/2017 12:00:00 AM,Fill It,Texas,Licenses,Spend Amount $,128,395.850880433
8/16/2017 12:00:00 AM,Icon,Texas,Licenses,Spend Amount $,129,91.286327137
8/16/2017 12:00:00 AM,Kool-Seal,New York,Raw Material,Spend Amount $,130,451.200509226
8/16/2017 12:00:00 AM,NACSCORP,Texas,Distribution,Spend Amount $,131,246.879474946
8/16/2017 12:00:00 AM,NACSCORP,Texas,Licenses,Spend Amount $,132,310.100834420
8/16/2017 12:00:00 AM,NACSCORP,Texas,People Expenses,Spend Amount $,133,127.780547673
8/16/2017 12:00:00 AM,NACSCORP,Texas,Raw Material,Spend Amount $,134,579.462837778
8/16/2017 12:00:00 AM,R.J. Matter & Associates,Nevada,Marketing,Spend Amount $,135,196.973451764
8/16/2017 12:00:00 AM,R.J. Matter & Associates,Nevada,People Expenses,Spend Amount $,136,61.446576874
8/16/2017 12:00:00 AM,R.J. Matter & Associates,Nevada,Travel,Spend Amount $,137,156.851852422
8/16/2017 12:00:00 AM,R.J. Matter & Associates,Nevada,Wages,Spend Amount $,138,625.058283071
8/16/2017 12:00:00 AM,Ra Co Amo,New York,Raw Material,Spend Amount $,139,559.166060232
8/19/2017 12:00:00 AM,Ben and Jerry’s,Alabama,Wages,Spend Amount $,140,1175.499054983
8/19/2017 12:00:00 AM,David Spencer Ltd.,Kansas,Wages,Spend Amount $,141,1086.021848728
8/19/2017 12:00:00 AM,Fill It,Texas,Cars,Spend Amount $,142,678.393274260
8/19/2017 12:00:00 AM,Fill It,Texas,Consulting,Spend Amount $,143,696.111901797
8/19/2017 12:00:00 AM,Fill It,Texas,Logistics,Spend Amount $,144,394.751399839
8/19/2017 12:00:00 AM,Fill It,Texas,Raw Material,Spend Amount $,145,1184.141771217
8/19/2017 12:00:00 AM,Fill It,Texas,Wages,Spend Amount $,146,1450.088663033
8/19/2017 12:00:00 AM,Hetrick Systems,Kansas,Administration,Spend Amount $,147,692.465643275
8/19/2017 12:00:00 AM,Hetrick Systems,Kansas,Licenses,Spend Amount $,148,1364.957288786
8/19/2017 12:00:00 AM,Hetrick Systems,Kansas,People Expenses,Spend Amount $,149,551.352826110
8/19/2017 12:00:00 AM,Hetrick Systems,Kansas,Raw Material,Spend Amount $,150,70.057039286
8/19/2017 12:00:00 AM,Hetrick Systems,Kansas,Wages,Spend Amount $,151,153.976809967
8/19/2017 12:00:00 AM,Homebound,Texas,Cars,Spend Amount $,152,1.110389610
8/19/2017 12:00:00 AM,Homebound,Texas,Gas,Spend Amount $,153,298.503185211
8/19/2017 12:00:00 AM,Homebound,Texas,People Expenses,Spend Amount $,154,3132.073445330
8/19/2017 12:00:00 AM,Icon,Texas,Cars,Spend Amount $,155,103.508591065
8/19/2017 12:00:00 AM,Icon,Texas,Marketing,Spend Amount $,156,744.738770774
8/19/2017 12:00:00 AM,Kool-Seal,New York,Gas,Spend Amount $,157,1893.325042436
8/19/2017 12:00:00 AM,R.J. Matter & Associates,Nevada,Gas,Spend Amount $,158,30.739596859
8/19/2017 12:00:00 AM,R.J. Matter & Associates,Nevada,Wages,Spend Amount $,159,191.607258271
8/19/2017 12:00:00 AM,Satyam,Minnesota,Wages,Spend Amount $,160,34867.2
8/19/2017 12:00:00 AM,Time Warner,New York,Gas,Spend Amount $,161,42.768091130
8/19/2017 12:00:00 AM,Xilinx,Texas,Consulting,Spend Amount $,162,383.773195876
8/19/2017 12:00:00 AM,Zocalo,Texas,Raw Material,Spend Amount $,163,580.567391304
8/20/2017 12:00:00 AM,Ben and Jerry’s,Alabama,Gas,Spend Amount $,164,4172.348733968
8/20/2017 12:00:00 AM,Ben and Jerry’s,Alabama,Marketing,Spend Amount $,165,5307.299914023
8/20/2017 12:00:00 AM,Ben and Jerry’s,Alabama,People Expenses,Spend Amount $,166,3003.178987371
8/20/2017 12:00:00 AM,Ben and Jerry’s,Alabama,Wages,Spend Amount $,167,10079.566405747
8/20/2017 12:00:00 AM,CAF Systemhaus,Alabama,Raw Material,Spend Amount $,168,3399.180261478
8/20/2017 12:00:00 AM,Dayton Malleable Inc.,Kansas,Licenses,Spend Amount $,169,182.662401238
8/20/2017 12:00:00 AM,Fill It,Texas,Administration,Spend Amount $,170,4952.089232991
8/20/2017 12:00:00 AM,Fill It,Texas,Buy- Products,Spend Amount $,171,1722.035309710
8/20/2017 12:00:00 AM,Fill It,Texas,Cars,Spend Amount $,172,12955.297313447
8/20/2017 12:00:00 AM,Fill It,Texas,Consulting,Spend Amount $,173,679.084102324
8/20/2017 12:00:00 AM,Fill It,Texas,Electricity,Spend Amount $,174,5065.846555909
8/20/2017 12:00:00 AM,Fill It,Texas,Gas,Spend Amount $,175,16258.994617946
8/20/2017 12:00:00 AM,Fill It,Texas,Infrastructure,Spend Amount $,176,362.018840580
8/20/2017 12:00:00 AM,Fill It,Texas,Licenses,Spend Amount $,177,18390.371518545
8/20/2017 12:00:00 AM,Fill It,Texas,Logistics,Spend Amount $,178,829.120541380
8/20/2017 12:00:00 AM,Fill It,Texas,Marketing,Spend Amount $,179,7049.295512681
8/20/2017 12:00:00 AM,Fill It,Texas,Outsourcing,Spend Amount $,180,642.615086118
8/20/2017 12:00:00 AM,Fill It,Texas,People Expenses,Spend Amount $,181,8757.126654202
8/20/2017 12:00:00 AM,Fill It,Texas,Raw Material,Spend Amount $,182,24341.281936923
8/20/2017 12:00:00 AM,Fill It,Texas,Travel,Spend Amount $,183,1163.353106585
8/20/2017 12:00:00 AM,Fill It,Texas,Wages,Spend Amount $,184,17429.389407166
8/20/2017 12:00:00 AM,Hetrick Systems,Kansas,Administration,Spend Amount $,185,311.671782037
8/20/2017 12:00:00 AM,Hetrick Systems,Kansas,Buy- Products,Spend Amount $,186,2035.778207098
8/20/2017 12:00:00 AM,Hetrick Systems,Kansas,Licenses,Spend Amount $,187,3746.633437525
8/20/2017 12:00:00 AM,Hetrick Systems,Kansas,Marketing,Spend Amount $,188,30.952608064
8/20/2017 12:00:00 AM,Hetrick Systems,Kansas,Outsourcing,Spend Amount $,189,276.285939382
8/20/2017 12:00:00 AM,Hetrick Systems,Kansas,People Expenses,Spend Amount $,190,4963.096916037
8/20/2017 12:00:00 AM,Hetrick Systems,Kansas,Raw Material,Spend Amount $,191,924.588158239
8/20/2017 12:00:00 AM,Hetrick Systems,Kansas,Wages,Spend Amount $,192,294.916582285
8/20/2017 12:00:00 AM,Homebound,Texas,Administration,Spend Amount $,193,1513.487631099
8/20/2017 12:00:00 AM,Homebound,Texas,Buy- Products,Spend Amount $,194,40.647662575
8/20/2017 12:00:00 AM,Homebound,Texas,Cars,Spend Amount $,195,0.662337662
8/20/2017 12:00:00 AM,Homebound,Texas,Electricity,Spend Amount $,196,1311.912164142
8/20/2017 12:00:00 AM,Homebound,Texas,Outsourcing,Spend Amount $,197,1059.230858005
8/20/2017 12:00:00 AM,Homebound,Texas,People Expenses,Spend Amount $,198,169.669784111
8/20/2017 12:00:00 AM,Homebound,Texas,Wages,Spend Amount $,199,95.101777211
8/20/2017 12:00:00 AM,Icon,Texas,Marketing,Spend Amount $,200,50.638094694
8/20/2017 12:00:00 AM,J. S. Lee Associates,New York,People Expenses,Spend Amount $,201,6043.956424224
8/20/2017 12:00:00 AM,J. S. Lee Associates,New York,Wages,Spend Amount $,202,2871.320208428
8/20/2017 12:00:00 AM,Kool-Seal,New York,Electricity,Spend Amount $,203,5346.203731878
8/20/2017 12:00:00 AM,Kool-Seal,New York,Licenses,Spend Amount $,204,907.731842737
8/20/2017 12:00:00 AM,MATRIX,Minnesota,Buy- Products,Spend Amount $,205,1310.724579781
8/20/2017 12:00:00 AM,MATRIX,Minnesota,Licenses,Spend Amount $,206,409.150883838
8/20/2017 12:00:00 AM,MATRIX,Minnesota,Logistics,Spend Amount $,207,197.382734801
8/20/2017 12:00:00 AM,MATRIX,Minnesota,Marketing,Spend Amount $,208,164.370603545
8/20/2017 12:00:00 AM,MATRIX,Minnesota,People Expenses,Spend Amount $,209,175.592769282
8/20/2017 12:00:00 AM,R.J. Matter & Associates,Nevada,Cars,Spend Amount $,210,1.922515994
8/20/2017 12:00:00 AM,R.J. Matter & Associates,Nevada,Gas,Spend Amount $,211,201.823010927
8/20/2017 12:00:00 AM,R.J. Matter & Associates,Nevada,People Expenses,Spend Amount $,212,82.789816675
8/20/2017 12:00:00 AM,R.J. Matter & Associates,Nevada,Raw Material,Spend Amount $,213,14.636285991
8/20/2017 12:00:00 AM,RFI Corporation,Montana,Electricity,Spend Amount $,214,232.791004251
8/20/2017 12:00:00 AM,RFI Corporation,Montana,Gas,Spend Amount $,215,2413.817982320
8/20/2017 12:00:00 AM,RFI Corporation,Montana,Marketing,Spend Amount $,216,460.384744982
8/20/2017 12:00:00 AM,RFI Corporation,Montana,People Expenses,Spend Amount $,217,8.810913444
8/20/2017 12:00:00 AM,RFI Corporation,Montana,Raw Material,Spend Amount $,218,90.324464361
8/20/2017 12:00:00 AM,RFI Corporation,Montana,Travel,Spend Amount $,219,235.277778633
8/20/2017 12:00:00 AM,RFI Corporation,Montana,Wages,Spend Amount $,220,1095.073769573
8/20/2017 12:00:00 AM,Satyam,Minnesota,Licenses,Spend Amount $,221,46322.372282042
8/20/2017 12:00:00 AM,Satyam,Minnesota,Wages,Spend Amount $,222,16537.768554044
8/20/2017 12:00:00 AM,Screen Saver.com,Nevada,Buy- Products,Spend Amount $,223,15562.589917207
8/20/2017 12:00:00 AM,Target Marketing,New York,Cars,Spend Amount $,224,95.684493550
8/20/2017 12:00:00 AM,Target Marketing,New York,Raw Material,Spend Amount $,225,1706.562175210
8/20/2017 12:00:00 AM,Time Warner,New York,Cars,Spend Amount $,226,4.992505056
8/20/2017 12:00:00 AM,Xilinx,Texas,Buy- Products,Spend Amount $,227,679.372195162
8/21/2017 12:00:00 AM,DCS Laboratory,Texas,Buy- Products,Spend Amount $,228,2221.343317223
8/21/2017 12:00:00 AM,DCS Laboratory,Texas,Gas,Spend Amount $,229,84.790854960
8/21/2017 12:00:00 AM,DCS Laboratory,Texas,Licenses,Spend Amount $,230,240.834383108
8/21/2017 12:00:00 AM,DCS Laboratory,Texas,Marketing,Spend Amount $,231,279.159669022
8/21/2017 12:00:00 AM,DCS Laboratory,Texas,People Expenses,Spend Amount $,232,134.309768650
8/21/2017 12:00:00 AM,DCS Laboratory,Texas,Travel,Spend Amount $,233,20.099702381
8/21/2017 12:00:00 AM,DCS Laboratory,Texas,Wages,Spend Amount $,234,85.655295499
8/21/2017 12:00:00 AM,Deak-Perera Group.,Texas,Buy- Products,Spend Amount $,235,172.940484479
8/21/2017 12:00:00 AM,Deak-Perera Group.,Texas,Gas,Spend Amount $,236,150.383961618
8/21/2017 12:00:00 AM,Deak-Perera Group.,Texas,Marketing,Spend Amount $,237,106.706853293
8/21/2017 12:00:00 AM,Deak-Perera Group.,Texas,Wages,Spend Amount $,238,173.541625880
8/21/2017 12:00:00 AM,Fill It,Texas,Licenses,Spend Amount $,239,1784.751351650
8/21/2017 12:00:00 AM,Fill It,Texas,People Expenses,Spend Amount $,240,679.304585721
8/21/2017 12:00:00 AM,Fill It,Texas,Wages,Spend Amount $,241,437.911266993
8/21/2017 12:00:00 AM,Gate,Texas,Licenses,Spend Amount $,242,2381.111111111
8/21/2017 12:00:00 AM,Gate,Texas,Wages,Spend Amount $,243,1997.419596505
8/21/2017 12:00:00 AM,Hetrick Systems,Kansas,Administration,Spend Amount $,244,3116.717820366
8/21/2017 12:00:00 AM,Hetrick Systems,Kansas,Buy- Products,Spend Amount $,245,38335.222856818
8/21/2017 12:00:00 AM,Hetrick Systems,Kansas,Infrastructure,Spend Amount $,246,1611.065379517
8/21/2017 12:00:00 AM,Hetrick Systems,Kansas,Licenses,Spend Amount $,247,15210.765121151
8/21/2017 12:00:00 AM,Hetrick Systems,Kansas,Marketing,Spend Amount $,248,653.356413266
8/21/2017 12:00:00 AM,Hetrick Systems,Kansas,Outsourcing,Spend Amount $,249,4456.908743189
8/21/2017 12:00:00 AM,Hetrick Systems,Kansas,Raw Material,Spend Amount $,250,4132.862972569
8/21/2017 12:00:00 AM,Hetrick Systems,Kansas,Wages,Spend Amount $,251,3627.737358964
8/21/2017 12:00:00 AM,Homebound,Texas,Cars,Spend Amount $,252,1.110389610
8/21/2017 12:00:00 AM,Homebound,Texas,Marketing,Spend Amount $,253,109.309064377
8/21/2017 12:00:00 AM,Homebound,Texas,People Expenses,Spend Amount $,254,473.841025628
8/21/2017 12:00:00 AM,Homebound,Texas,Raw Material,Spend Amount $,255,53.357411703
8/21/2017 12:00:00 AM,Homebound,Texas,Wages,Spend Amount $,256,217.161038961
8/21/2017 12:00:00 AM,Pinnacle Micro,Minnesota,Gas,Spend Amount $,257,187.143022487
8/21/2017 12:00:00 AM,Pinnacle Micro,Minnesota,People Expenses,Spend Amount $,258,274.595470441
8/21/2017 12:00:00 AM,R.J. Matter & Associates,Nevada,Marketing,Spend Amount $,259,132.640729248
8/21/2017 12:00:00 AM,Ra Co Amo,New York,Administration,Spend Amount $,260,633.541368762
8/21/2017 12:00:00 AM,Ra Co Amo,New York,Buy- Products,Spend Amount $,261,117.023560455
8/21/2017 12:00:00 AM,Ra Co Amo,New York,Cars,Spend Amount $,262,10.557511606
8/21/2017 12:00:00 AM,Ra Co Amo,New York,Consulting,Spend Amount $,263,307.028334824
8/21/2017 12:00:00 AM,Ra Co Amo,New York,Gas,Spend Amount $,264,295.108439355
8/21/2017 12:00:00 AM,Ra Co Amo,New York,Infrastructure,Spend Amount $,265,43.553029050
8/21/2017 12:00:00 AM,Ra Co Amo,New York,Licenses,Spend Amount $,266,1722.284001822
8/21/2017 12:00:00 AM,Ra Co Amo,New York,Marketing,Spend Amount $,267,590.952790632
8/21/2017 12:00:00 AM,Ra Co Amo,New York,People Expenses,Spend Amount $,268,340.448981228
8/21/2017 12:00:00 AM,Ra Co Amo,New York,Raw Material,Spend Amount $,269,1825.850877970
8/21/2017 12:00:00 AM,Ra Co Amo,New York,Travel,Spend Amount $,270,27.851099530
8/21/2017 12:00:00 AM,Ra Co Amo,New York,Wages,Spend Amount $,271,55.772428859
8/21/2017 12:00:00 AM,Reuters Usability Group,Montana,Marketing,Spend Amount $,272,726.654661137
8/21/2017 12:00:00 AM,Time Warner,New York,Licenses,Spend Amount $,273,5.038106526
8/21/2017 12:00:00 AM,Xilinx,Texas,Buy- Products,Spend Amount $,274,290.488708328
8/21/2017 12:00:00 AM,Xilinx,Texas,Consulting,Spend Amount $,275,383.773195876
8/22/2017 12:00:00 AM,Ben and Jerry’s,Alabama,Gas,Spend Amount $,276,1038.582081111
8/22/2017 12:00:00 AM,Ben and Jerry’s,Alabama,Raw Material,Spend Amount $,277,5923.583024166
8/22/2017 12:00:00 AM,CAM Group,Alabama,Buy- Products,Spend Amount $,278,4859.289283353
8/22/2017 12:00:00 AM,CAM Group,Alabama,People Expenses,Spend Amount $,279,6645.255349592
8/22/2017 12:00:00 AM,Fill It,Texas,Wages,Spend Amount $,280,917.859073359
8/22/2017 12:00:00 AM,Hetrick Systems,Kansas,Licenses,Spend Amount $,281,165.894780485
8/22/2017 12:00:00 AM,Hetrick Systems,Kansas,Wages,Spend Amount $,282,333.411885896
8/22/2017 12:00:00 AM,Homebound,Texas,Marketing,Spend Amount $,283,140.651521984
8/22/2017 12:00:00 AM,Icon,Texas,Cars,Spend Amount $,284,38.815721649
